"","Rk","Pk","Tm","Player","College","Yrs","G","TOTMP","TOTPTS","TOTTRB","TOTAST","FG%","3P%","FT%","WS","WS/48","BPM","VORP","DraftYr","MPG","PPG","RPG","APG","playerurl","DraftYear"
"989",21,21,"PHI","Daequan Cook","Ohio State",6,328,5993,2114,703,243,0.369,0.359,0.813,4.9,0.039,-2.7,-1.1,2007,18.3,6.4,2.1,0.7,"https://www.sports-reference.com/cbb/players/daequan-cook-1.html",2007
"990",22,22,"CHA","Jared Dudley","Boston College",14,904,20117,6633,2849,1394,0.463,0.393,0.732,43,0.103,0.2,11,2007,22.3,7.3,3.2,1.5,"https://www.sports-reference.com/cbb/players/jared-dudley-1.html",2007
"991",23,23,"NYK","Wilson Chandler","DePaul",12,676,20287,8463,3574,1205,0.443,0.341,0.77,29,0.069,-1.3,3.5,2007,30,12.5,5.3,1.8,"https://www.sports-reference.com/cbb/players/wilson-chandler-1.html",2007
"992",24,24,"PHO","Rudy Fernández","",4,249,5965,2254,608,554,0.399,0.36,0.84,14.2,0.114,1.7,5.6,2007,24,9.1,2.4,2.2,NA,2007
"993",25,25,"UTA","Morris Almond","Rice University",3,38,361,119,46,12,0.381,0.292,0.743,0,0.005,-6.1,-0.4,2007,9.5,3.1,1.2,0.3,"https://www.sports-reference.com/cbb/players/morris-almond-1.html",2007
"994",26,26,"HOU","Aaron Brooks","Oregon",10,645,13439,6259,1079,1925,0.413,0.37,0.837,19.2,0.069,-1.2,2.7,2007,20.8,9.7,1.7,3,"https://www.sports-reference.com/cbb/players/aaron-brooks-1.html",2007
"995",27,27,"DET","Arron Afflalo","UCLA",11,762,20829,8198,2176,1386,0.45,0.386,0.825,33.5,0.077,-1.5,2.4,2007,27.3,10.8,2.9,1.8,"https://www.sports-reference.com/cbb/players/arron-afflalo-1.html",2007
"996",28,28,"SAS","Tiago Splitter","",7,355,6812,2816,1779,423,0.555,0.143,0.697,25.3,0.178,1.1,5.4,2007,19.2,7.9,5,1.2,NA,2007
"997",29,29,"PHO","Alando Tucker","Wisconsin",3,51,426,211,49,16,0.423,0.294,0.783,0.4,0.045,-4.5,-0.3,2007,8.4,4.1,1,0.3,"https://www.sports-reference.com/cbb/players/alando-tucker-1.html",2007
"998",30,30,"PHI","Petteri Koponen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,2007
"999",31,31,"OKC","Carl Landry","Purdue",9,513,11524,5541,2533,355,0.535,0.3,0.785,35.9,0.149,-0.3,5,2007,22.5,10.8,4.9,0.7,"https://www.sports-reference.com/cbb/players/carl-landry-1.html",2007
"1000",32,32,"BOS","Gabe Pruitt","USC",2,62,461,125,51,52,0.321,0.283,0.783,0.4,0.043,-2.8,-0.1,2007,7.4,2,0.8,0.8,"https://www.sports-reference.com/cbb/players/gabe-pruitt-1.html",2007
"1001",33,33,"SAS","Marcus Williams","Arizona",2,13,39,14,12,3,0.318,NA,NA,-0.1,-0.084,-5.4,0,2007,3,1.1,0.9,0.2,"https://www.sports-reference.com/cbb/players/marcus-williams-1.html",2007
"1002",34,34,"DAL","Nick Fazekas","Nevada",1,26,269,107,89,11,0.561,0,0.682,0.8,0.148,0.5,0.2,2007,10.3,4.1,3.4,0.4,"https://www.sports-reference.com/cbb/players/nick-fazekas-1.html",2007
"1003",35,35,"OKC","Glen Davis","LSU",8,514,10865,4111,2236,457,0.447,0.182,0.7,18.6,0.082,-2.6,-1.7,2007,21.1,8,4.4,0.9,"https://www.sports-reference.com/cbb/players/glen-davis-1.html",2007
"1004",36,36,"GSW","Jermareo Davidson","Alabama",2,52,433,162,96,14,0.425,NA,0.578,0,0,-5.2,-0.3,2007,8.3,3.1,1.8,0.3,"https://www.sports-reference.com/cbb/players/jermareo-davidson-1.html",2007
"1005",37,37,"POR","Josh McRoberts","Duke",11,433,8271,2333,1686,901,0.463,0.34,0.705,18.5,0.107,0.3,4.7,2007,19.1,5.4,3.9,2.1,"https://www.sports-reference.com/cbb/players/josh-mcroberts-1.html",2007
"1006",38,38,"PHI","Kyrylo Fesenko","",5,135,1107,305,269,40,0.496,0,0.41,0.9,0.038,-5.7,-1.1,2007,8.2,2.3,2,0.3,NA,2007
"1007",39,39,"MIA","Stanko Barać","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,2007
"1008",40,40,"LAL","Sun Yue","",1,10,28,6,0,2,0.273,0,NA,-0.1,-0.226,-19.4,-0.1,2007,2.8,0.6,0,0.2,NA,2007
"1009",41,41,"MIN","Chris Richard","Florida",2,70,780,135,194,25,0.483,NA,0.605,0.7,0.045,-5.7,-0.7,2007,11.1,1.9,2.8,0.4,"https://www.sports-reference.com/cbb/players/chris-richard-1.html",2007
"1010",42,42,"POR","Derrick Byars","Vanderbilt",1,2,37,10,11,1,0.273,0,1,0.1,0.147,-4.7,0,2007,18.5,5,5.5,0.5,"https://www.sports-reference.com/cbb/players/derrick-byars-1.html",2007
"1011",43,43,"CHA","Adam Haluska","Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/adam-haluska-1.html",2007
"1012",44,44,"ORL","Reyshawn Terry","UNC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/reyshawn-terry-1.html",2007
"1013",45,45,"LAC","Jared Jordan","Marist College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/jared-jordan-1.html",2007
"1014",46,46,"GSW","Stéphane Lasme","UMass",1,16,303,83,53,3,0.451,NA,0.594,0.3,0.041,-4.4,-0.2,2007,18.9,5.2,3.3,0.2,"https://www.sports-reference.com/cbb/players/stéphane-lasme-1.html",2007
"1015",47,47,"WAS","Dominic McGuire","Fresno State",6,342,5348,939,1169,422,0.419,0.188,0.658,4.1,0.037,-2.1,-0.1,2007,15.6,2.7,3.4,1.2,"https://www.sports-reference.com/cbb/players/dominic-mcguire-1.html",2007
"1016",48,48,"LAL","Marc Gasol","",13,891,28719,12514,6604,2996,0.481,0.36,0.776,85.3,0.143,3.1,36.5,2007,32.2,14,7.4,3.4,NA,2007
"1017",49,49,"CHI","Aaron Gray","Pitt",7,318,3851,1066,1190,207,0.509,0,0.562,6.2,0.077,-3.6,-1.5,2007,12.1,3.4,3.7,0.7,"https://www.sports-reference.com/cbb/players/aaron-gray-1.html",2007
"1018",50,50,"DAL","Renaldas Seibutis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,2007
"1019",51,51,"CHI","JamesOn Curry","Oklahoma State",1,1,0,0,0,0,NA,NA,NA,0,NA,NA,0,2007,0,0,0,0,"https://www.sports-reference.com/cbb/players/jameson-curry-1.html",2007
"1020",52,52,"POR","Taurean Green","Florida",1,17,74,27,10,11,0.28,0.182,0.917,-0.1,-0.066,-7.5,-0.1,2007,4.4,1.6,0.6,0.6,"https://www.sports-reference.com/cbb/players/taurean-green-1.html",2007
"1021",53,53,"POR","Demetris Nichols","Syracuse",2,18,58,22,7,2,0.281,0.2,0.5,-0.2,-0.203,-10.3,-0.1,2007,3.2,1.2,0.4,0.1,"https://www.sports-reference.com/cbb/players/demetris-nichols-1.html",2007
"1022",54,54,"HOU","Brad Newley","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,2007
"1023",55,55,"UTA","Herbert Hill","Providence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/herbert-hill-1.html",2007
"1024",56,56,"MIL","Ramon Sessions","Nevada",11,691,16119,7141,1840,2807,0.434,0.316,0.791,28.8,0.086,-0.7,5.2,2007,23.3,10.3,2.7,4.1,"https://www.sports-reference.com/cbb/players/ramon-sessions-1.html",2007
"1025",57,57,"DET","Sammy Mejia","DePaul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/sammy-mejia-1.html",2007
"1026",58,58,"SAS","Georgios Printezis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,2007
"1027",59,59,"PHO","D.J. Strawberry","Maryland",1,33,270,73,28,30,0.315,0.24,0.474,-0.2,-0.031,-5.6,-0.2,2007,8.2,2.2,0.8,0.9,"https://www.sports-reference.com/cbb/players/d.j.-strawberry-1.html",2007
"1028",60,60,"DAL","Milovan Raković","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,2007
"1029",1,1,"CHI","Derrick Rose","Memphis",13,672,21317,12230,2239,3646,0.457,0.316,0.83,44.2,0.1,1.4,18.4,2008,31.7,18.2,3.3,5.4,"https://www.sports-reference.com/cbb/players/derrick-rose-1.html",2008
"1030",2,2,"MIA","Michael Beasley","Kansas State",11,609,13903,7568,2861,788,0.465,0.349,0.759,15.6,0.054,-1.7,0.9,2008,22.8,12.4,4.7,1.3,"https://www.sports-reference.com/cbb/players/michael-beasley-1.html",2008
"1031",3,3,"MIN","O.J. Mayo","USC",8,547,16919,7574,1706,1607,0.429,0.373,0.82,21.8,0.062,-0.9,4.7,2008,30.9,13.8,3.1,2.9,"https://www.sports-reference.com/cbb/players/o.j.-mayo-1.html",2008
"1032",4,4,"OKC","Russell Westbrook","UCLA",14,1000,34718,22899,7405,8491,0.437,0.305,0.785,106.4,0.147,4.4,55.8,2008,34.7,22.9,7.4,8.5,"https://www.sports-reference.com/cbb/players/russell-westbrook-1.html",2008
"1033",5,5,"MEM","Kevin Love","UCLA",14,788,24542,14013,8497,1867,0.441,0.372,0.829,87.5,0.171,3.4,33.5,2008,31.1,17.8,10.8,2.4,"https://www.sports-reference.com/cbb/players/kevin-love-1.html",2008
"1034",6,6,"NYK","Danilo Gallinari","",13,709,21209,11053,3408,1377,0.427,0.383,0.877,62.9,0.142,1.8,20.5,2008,29.9,15.6,4.8,1.9,NA,2008
"1035",7,7,"LAC","Eric Gordon","Indiana",14,739,23982,12169,1793,2107,0.428,0.37,0.81,36.3,0.073,-0.5,8.9,2008,32.5,16.5,2.4,2.9,"https://www.sports-reference.com/cbb/players/eric-gordon-1.html",2008
"1036",8,8,"MIL","Joe Alexander","West Virginia",2,67,745,282,120,44,0.41,0.34,0.698,0.5,0.03,-3.6,-0.3,2008,11.1,4.2,1.8,0.7,"https://www.sports-reference.com/cbb/players/joe-alexander-1.html",2008
"1037",9,9,"CHA","D.J. Augustin","Texas",14,955,22478,9147,1778,3728,0.411,0.38,0.867,47,0.1,-0.7,7.6,2008,23.5,9.6,1.9,3.9,"https://www.sports-reference.com/cbb/players/d.j.-augustin-1.html",2008
"1038",10,10,"BRK","Brook Lopez","Stanford",14,856,25922,14094,5359,1240,0.494,0.34,0.796,70.9,0.131,1.3,21.6,2008,30.3,16.5,6.3,1.4,"https://www.sports-reference.com/cbb/players/brook-lopez-1.html",2008
"1039",11,11,"IND","Jerryd Bayless","Arizona",11,586,12486,4909,1235,1674,0.411,0.361,0.818,18.6,0.072,-1.6,1.1,2008,21.3,8.4,2.1,2.9,"https://www.sports-reference.com/cbb/players/jerryd-bayless-1.html",2008
"1040",12,12,"SAC","Jason Thompson","Rider University",8,588,14819,5210,3880,635,0.496,0.143,0.657,23.8,0.077,-2.6,-2.4,2008,25.2,8.9,6.6,1.1,"https://www.sports-reference.com/cbb/players/jason-thompson-1.html",2008
"1041",13,13,"POR","Brandon Rush","Kansas",9,481,10564,3250,1413,468,0.426,0.402,0.706,11.2,0.051,-1.4,1.6,2008,22,6.8,2.9,1,"https://www.sports-reference.com/cbb/players/brandon-rush-1.html",2008
"1042",14,14,"GSW","Anthony Randolph","LSU",6,252,3841,1789,1078,187,0.453,0.241,0.74,5.8,0.072,-1.6,0.4,2008,15.2,7.1,4.3,0.7,"https://www.sports-reference.com/cbb/players/anthony-randolph-1.html",2008
"1043",15,15,"PHO","Robin Lopez","Stanford",14,930,20427,8151,4575,786,0.537,0.296,0.743,48.9,0.115,-1,4.9,2008,22,8.8,4.9,0.8,"https://www.sports-reference.com/cbb/players/robin-lopez-1.html",2008
"1044",16,16,"PHI","Marreese Speights","Florida",10,705,10640,5592,2875,461,0.459,0.356,0.797,25.8,0.116,-2.2,-0.6,2008,15.1,7.9,4.1,0.7,"https://www.sports-reference.com/cbb/players/marreese-speights-1.html",2008
"1045",17,17,"TOR","Roy Hibbert","Georgetown",9,662,16389,6611,4173,885,0.465,0.25,0.755,35.9,0.105,-1.1,3.5,2008,24.8,10,6.3,1.3,"https://www.sports-reference.com/cbb/players/roy-hibbert-1.html",2008
"1046",18,18,"WAS","JaVale McGee","Nevada",14,799,13649,6373,4209,349,0.577,0.19,0.601,41.5,0.146,0.2,7.5,2008,17.1,8,5.3,0.4,"https://www.sports-reference.com/cbb/players/javale-mcgee-1.html",2008
"1047",19,19,"CLE","J.J. Hickson","NC State",8,534,11925,5081,3639,449,0.505,0,0.617,21.9,0.088,-1.8,0.5,2008,22.3,9.5,6.8,0.8,"https://www.sports-reference.com/cbb/players/j.j.-hickson-1.html",2008
"1048",20,20,"CHA","Alexis Ajinça","",7,293,3905,1553,1150,143,0.503,0.286,0.797,7.5,0.093,-2.8,-0.8,2008,13.3,5.3,3.9,0.5,NA,2008
"1049",21,21,"BRK","Ryan Anderson","California",12,649,16769,8001,3413,586,0.422,0.38,0.854,46.7,0.134,1,12.8,2008,25.8,12.3,5.3,0.9,"https://www.sports-reference.com/cbb/players/ryan-anderson-1.html",2008
"1050",22,22,"ORL","Courtney Lee","Western Kentucky",12,811,21938,7765,2127,1353,0.451,0.388,0.853,39.3,0.086,-0.6,7.9,2008,27.1,9.6,2.6,1.7,"https://www.sports-reference.com/cbb/players/courtney-lee-1.html",2008
"1051",23,23,"UTA","Kosta Koufos","Ohio State",11,686,11271,3913,3452,359,0.534,0,0.582,28.3,0.12,-1.3,2,2008,16.4,5.7,5,0.5,"https://www.sports-reference.com/cbb/players/kosta-koufos-1.html",2008
"1052",24,24,"OKC","Serge Ibaka","",13,887,24681,10849,6387,735,0.513,0.359,0.758,72,0.14,0.5,15.8,2008,27.8,12.2,7.2,0.8,NA,2008
"1053",25,25,"HOU","Nicolas Batum","",14,896,27560,10011,4632,3176,0.438,0.363,0.838,62.6,0.109,1.7,25.8,2008,30.8,11.2,5.2,3.5,NA,2008
"1054",26,26,"SAS","George Hill","IUPUI",14,856,23458,9268,2623,2678,0.457,0.381,0.807,69,0.141,1.3,19.3,2008,27.4,10.8,3.1,3.1,"https://www.sports-reference.com/cbb/players/george-hill-1.html",2008
"1055",27,27,"NOP","Darrell Arthur","Kansas",9,503,8945,3282,1768,409,0.444,0.352,0.765,12.3,0.066,-2.2,-0.4,2008,17.8,6.5,3.5,0.8,"https://www.sports-reference.com/cbb/players/darrell-arthur-1.html",2008
"1056",28,28,"MEM","Donté Greene","Syracuse",4,253,4259,1541,600,183,0.406,0.304,0.701,1.5,0.017,-2.8,-0.9,2008,16.8,6.1,2.4,0.7,"https://www.sports-reference.com/cbb/players/donté-greene-1.html",2008
"1057",29,29,"DET","D.J. White","Indiana",6,138,2111,810,437,80,0.507,0.333,0.72,3.8,0.087,-2.1,0,2008,15.3,5.9,3.2,0.6,"https://www.sports-reference.com/cbb/players/d.j.-white-1.html",2008
"1058",30,30,"BOS","J.R. Giddens","New Mexico",2,38,247,73,54,13,0.476,0,0.565,0.1,0.027,-4.3,-0.1,2008,6.5,1.9,1.4,0.3,"https://www.sports-reference.com/cbb/players/j.r.-giddens-1.html",2008
"1059",31,31,"MIN","Nikola Peković","",6,271,6744,3405,1807,199,0.518,NA,0.76,18.8,0.134,-0.7,2.2,2008,24.9,12.6,6.7,0.7,NA,2008
"1060",32,32,"OKC","Walter Sharpe","UAB",1,8,20,8,3,0,0.364,0,0,-0.1,-0.131,-10.1,0,2008,2.5,1,0.4,0,"https://www.sports-reference.com/cbb/players/walter-sharpe-1.html",2008
"1061",33,33,"POR","Joey Dorsey","Memphis",4,130,1488,344,513,55,0.534,0,0.375,2.9,0.092,-2.7,-0.3,2008,11.4,2.6,3.9,0.4,"https://www.sports-reference.com/cbb/players/joey-dorsey-1.html",2008
"1062",34,34,"MIN","Mario Chalmers","Kansas",9,646,17245,5743,1585,2412,0.417,0.351,0.793,32.3,0.09,-0.6,5.9,2008,26.7,8.9,2.5,3.7,"https://www.sports-reference.com/cbb/players/mario-chalmers-1.html",2008
"1063",35,35,"LAC","DeAndre Jordan","Texas A&M",14,963,25971,8857,10047,924,0.674,0.083,0.475,93.9,0.174,1.3,22,2008,27,9.2,10.4,1,"https://www.sports-reference.com/cbb/players/deandre-jordan-1.html",2008
"1064",36,36,"POR","Ömer Aşık","",8,471,9216,2479,3362,280,0.528,0,0.551,20.9,0.109,-1.9,0.1,2008,19.6,5.3,7.1,0.6,NA,2008
"1065",37,37,"MIL","Luc Mbah a Moute","UCLA",12,689,16038,4380,2800,588,0.454,0.334,0.659,26,0.078,-1.5,2,2008,23.3,6.4,4.1,0.9,"https://www.sports-reference.com/cbb/players/luc-mbah-a-moute-1.html",2008
"1066",38,38,"CHA","Kyle Weaver","Washington State",3,73,1379,363,158,119,0.441,0.353,0.736,1.5,0.051,-1.1,0.3,2008,18.9,5,2.2,1.6,"https://www.sports-reference.com/cbb/players/kyle-weaver-1.html",2008
"1067",39,39,"CHI","Sonny Weems","Arkansas",4,183,3335,1189,402,257,0.465,0.283,0.702,0,0.001,-4.2,-1.8,2008,18.2,6.5,2.2,1.4,"https://www.sports-reference.com/cbb/players/sonny-weems-1.html",2008
"1068",40,40,"BRK","Chris Douglas-Roberts","Memphis",6,222,4381,1571,472,254,0.439,0.329,0.831,5.4,0.059,-2.2,-0.2,2008,19.7,7.1,2.1,1.1,"https://www.sports-reference.com/cbb/players/chris-douglas-roberts-1.html",2008
"1069",41,41,"IND","Nathan Jawai","",2,45,431,126,106,24,0.435,0,0.684,0.2,0.02,-4.4,-0.3,2008,9.6,2.8,2.4,0.5,NA,2008
"1070",42,42,"SAC","Sean Singletary","Virginia",1,37,303,90,35,29,0.365,0.4,0.857,0,0.006,-5.1,-0.2,2008,8.2,2.4,0.9,0.8,"https://www.sports-reference.com/cbb/players/sean-singletary-1.html",2008
"1071",43,43,"SAC","Patrick Ewing","Georgetown",1,7,19,3,2,2,0,0,0.75,-0.1,-0.158,-9.1,0,2008,2.7,0.4,0.3,0.3,"https://www.sports-reference.com/cbb/players/patrick-ewing-1.html",2008
"1072",44,44,"UTA","Ante Tomić","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,2008
"1073",45,45,"SAS","Goran Dragić","",14,872,24326,12086,2684,4177,0.462,0.364,0.767,56.2,0.111,0.7,16.5,2008,27.9,13.9,3.1,4.8,NA,2008
"1074",46,46,"OKC","Trent Plaisted","Brigham Young University Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/trent-plaisted-1.html",2008
"1075",47,47,"WAS","Henry Walker","Kansas State",5,181,3016,1079,401,153,0.446,0.369,0.76,5,0.079,-1.8,0.2,2008,16.7,6,2.2,0.8,"https://www.sports-reference.com/cbb/players/henry-walker-1.html",2008
"1076",48,48,"PHO","Malik Hairston","Oregon",2,62,472,149,77,29,0.512,0.167,0.514,0.8,0.086,-2,0,2008,7.6,2.4,1.2,0.5,"https://www.sports-reference.com/cbb/players/malik-hairston-1.html",2008
"1077",49,49,"GSW","Richard Hendrix","Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/richard-hendrix-1.html",2008
"1078",50,50,"OKC","DeVon Hardin","California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/devon-hardin-1.html",2008
"1079",51,51,"DAL","Shan Foster","Vanderbilt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/shan-foster-1.html",2008
"1080",52,52,"MIA","Darnell Jackson","Kansas",3,138,1039,308,203,26,0.449,0.235,0.644,1.3,0.059,-5.2,-0.8,2008,7.5,2.2,1.5,0.2,"https://www.sports-reference.com/cbb/players/darnell-jackson-1.html",2008
"1081",53,53,"UTA","Tadija Dragićević","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,2008
"1082",54,54,"HOU","Maarty Leunen","Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/maarty-leunen-1.html",2008
"1083",55,55,"POR","Mike Taylor","Iowa State",1,51,771,289,87,106,0.412,0.325,0.691,-0.4,-0.028,-5.2,-0.6,2008,15.1,5.7,1.7,2.1,"https://www.sports-reference.com/cbb/players/mike-taylor-1.html",2008
"1084",56,56,"OKC","Sasha Kaun","Kansas",1,25,95,23,26,3,0.529,NA,0.455,0.2,0.096,-2.8,0,2008,3.8,0.9,1,0.1,"https://www.sports-reference.com/cbb/players/sasha-kaun-1.html",2008
"1085",57,57,"SAS","James Gist","Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/james-gist-1.html",2008
"1086",58,58,"LAL","Joe Crawford","Kentucky",1,2,23,9,4,1,0.3,0.25,1,0,0.037,-2.7,0,2008,11.5,4.5,2,0.5,"https://www.sports-reference.com/cbb/players/joe-crawford-1.html",2008
"1087",59,59,"DET","Deron Washington","Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/deron-washington-1.html",2008
"1088",60,60,"BOS","Semih Erden","",2,69,928,262,190,29,0.546,NA,0.594,1.8,0.094,-3.6,-0.4,2008,13.4,3.8,2.8,0.4,NA,2008
"1089",1,1,"LAC","Blake Griffin","Oklahoma",12,716,23730,14306,5935,2985,0.493,0.326,0.696,79.2,0.16,3.4,32.5,2009,33.1,20,8.3,4.2,"https://www.sports-reference.com/cbb/players/blake-griffin-1.html",2009
"1090",2,2,"MEM","Hasheem Thabeet","UConn",5,224,2357,483,595,27,0.567,NA,0.578,4.8,0.099,-2.7,-0.4,2009,10.5,2.2,2.7,0.1,"https://www.sports-reference.com/cbb/players/hasheem-thabeet-1.html",2009
"1091",3,3,"OKC","James Harden","Arizona State",13,921,31825,23035,5145,6177,0.443,0.362,0.859,146.6,0.221,6.8,70.8,2009,34.6,25,5.6,6.7,"https://www.sports-reference.com/cbb/players/james-harden-1.html",2009
"1092",4,4,"SAC","Tyreke Evans","Memphis",10,594,18242,9347,2720,2852,0.44,0.323,0.757,28.4,0.075,0.8,13.1,2009,30.7,15.7,4.6,4.8,"https://www.sports-reference.com/cbb/players/tyreke-evans-1.html",2009
"1093",5,5,"MIN","Ricky Rubio","",11,665,20128,7399,2760,5045,0.389,0.326,0.843,42,0.1,0.6,13.5,2009,30.3,11.1,4.2,7.6,NA,2009
"1094",6,6,"MIN","Jonny Flynn","Syracuse",3,163,3738,1504,307,634,0.4,0.338,0.809,-1.1,-0.015,-4,-1.9,2009,22.9,9.2,1.9,3.9,"https://www.sports-reference.com/cbb/players/jonny-flynn-1.html",2009
"1095",7,7,"GSW","Stephen Curry","Davidson",13,816,28031,19827,3789,5326,0.473,0.428,0.908,119.4,0.204,6.5,60.4,2009,34.4,24.3,4.6,6.5,"https://www.sports-reference.com/cbb/players/stephen-curry-1.html",2009
"1096",8,8,"NYK","Jordan Hill","Arizona",8,409,7692,3232,2389,322,0.497,0.136,0.699,16.4,0.102,-2,0,2009,18.8,7.9,5.8,0.8,"https://www.sports-reference.com/cbb/players/jordan-hill-1.html",2009
"1097",9,9,"TOR","DeMar DeRozan","USC",13,936,32006,19298,4122,3638,0.465,0.285,0.836,82.7,0.124,0.7,22.2,2009,34.2,20.6,4.4,3.9,"https://www.sports-reference.com/cbb/players/demar-derozan-1.html",2009
"1098",10,10,"MIL","Brandon Jennings","",9,555,16844,7801,1659,3151,0.387,0.345,0.796,29.9,0.085,0.8,11.8,2009,30.3,14.1,3,5.7,NA,2009
"1099",11,11,"BRK","Terrence Williams","Louisville",4,153,2922,1085,545,364,0.412,0.317,0.659,-0.2,-0.004,-2.8,-0.6,2009,19.1,7.1,3.6,2.4,"https://www.sports-reference.com/cbb/players/terrence-williams-1.html",2009
"1100",12,12,"CHA","Gerald Henderson","Duke",8,535,13854,5987,1716,1009,0.44,0.327,0.793,18.3,0.063,-1.8,0.6,2009,25.9,11.2,3.2,1.9,"https://www.sports-reference.com/cbb/players/gerald-henderson-1.html",2009
"1101",13,13,"IND","Tyler Hansbrough","UNC",7,428,7233,2881,1808,181,0.439,0.136,0.738,20.2,0.134,-2,0,2009,16.9,6.7,4.2,0.4,"https://www.sports-reference.com/cbb/players/tyler-hansbrough-1.html",2009
"1102",14,14,"PHO","Earl Clark","Louisville",6,261,3630,1138,778,134,0.403,0.328,0.664,2.9,0.038,-2.8,-0.8,2009,13.9,4.4,3,0.5,"https://www.sports-reference.com/cbb/players/earl-clark-1.html",2009
"1103",15,15,"DET","Austin Daye","Gonzaga",6,293,4132,1522,764,212,0.402,0.351,0.778,4.5,0.053,-2,0,2009,14.1,5.2,2.6,0.7,"https://www.sports-reference.com/cbb/players/austin-daye-1.html",2009
"1104",16,16,"CHI","James Johnson","Wake Forest",13,728,14953,5677,2614,1538,0.475,0.302,0.68,27,0.087,0.5,9.4,2009,20.5,7.8,3.6,2.1,"https://www.sports-reference.com/cbb/players/james-johnson-1.html",2009
"1105",17,17,"PHI","Jrue Holiday","UCLA",13,819,27163,13212,3276,5225,0.46,0.361,0.777,54.5,0.096,1.5,23.7,2009,33.2,16.1,4,6.4,"https://www.sports-reference.com/cbb/players/jrue-holiday-1.html",2009
"1106",18,18,"MIN","Ty Lawson","UNC",8,551,16088,6977,1506,3316,0.46,0.359,0.77,42.1,0.126,1.4,13.6,2009,29.2,12.7,2.7,6,"https://www.sports-reference.com/cbb/players/ty-lawson-1.html",2009
"1107",19,19,"ATL","Jeff Teague","Wake Forest",12,826,22164,10061,1989,4585,0.444,0.36,0.844,52.4,0.113,0.6,14.3,2009,26.8,12.2,2.4,5.6,"https://www.sports-reference.com/cbb/players/jeff-teague-1.html",2009
"1108",20,20,"UTA","Eric Maynor","VCU",5,267,3896,1141,348,760,0.392,0.35,0.721,3.3,0.041,-2.9,-0.8,2009,14.6,4.3,1.3,2.8,"https://www.sports-reference.com/cbb/players/eric-maynor-1.html",2009
"1109",21,21,"NOP","Darren Collison","UCLA",11,711,20833,8861,1889,3545,0.471,0.394,0.853,49.9,0.115,0.5,13.4,2009,29.3,12.5,2.7,5,"https://www.sports-reference.com/cbb/players/darren-collison-1.html",2009
"1110",22,22,"POR","Victor Claver","",3,80,1072,258,178,56,0.398,0.293,0.585,0.2,0.011,-3.6,-0.4,2009,13.4,3.2,2.2,0.7,NA,2009
"1111",23,23,"SAC","Omri Casspi","",10,588,11959,4642,2355,662,0.454,0.368,0.678,19.6,0.078,-0.8,3.5,2009,20.3,7.9,4,1.1,NA,2009
